Type,ID,Title/Message,State,Author,Created At,Closed/Merged At,Labels/Files Changed,Commits,Additions,Deletions,Changed Files,All Checks Passed
Commit,2c9654008d460864573e1288abace32d42778d14,"Validate whole run in ""validate_random_run"".

There are some race conditions in Fishtest so this will trigger
some (event) log messages. This will help us fix the race
conditions.",,Michel Van den Bergh,2024-06-10 05:32:10,,server/fishtest/rundb.py,,,,,True
Commit,d3e4e0277e4855440b8b89105bd2914daba0e3e4,"Update comments about administrative flags.

Also: update schemas to more rigorously reflect this.",,Michel Van den Bergh,2024-06-10 05:27:31,,"server/fishtest/rundb.py,server/fishtest/schemas.py",,,,,True
Commit,002c05190e778c668a385eba8f39aae7ca2881d0,Fix for #2060.,,Michel Van den Bergh,2024-06-10 08:48:37,,server/fishtest/rundb.py,,,,,True
Commit,b262cbe8b3234dfca154d72d9e3c0c6bc3cdbf8d,"Retire self.update_itp_task.schedule_now().

update_itp() is a successor to code that also updated the
list of unfinished runs but the latter is now managed dynamically.

Itp values move slowly on the Fishtest time scale and there is
no need to micro-manage them.",,Michel Van den Bergh,2024-06-09 04:45:07,,"server/fishtest/rundb.py,server/fishtest/views.py",,,,,True
Commit,219f3ff58f5c22b81f48fc25019c0fdff9543caf,Maintain self.unfinished_runs dynamically.,,Michel Van den Bergh,2024-06-08 09:40:16,,"server/fishtest/rundb.py,server/fishtest/views.py",,,,,True
Commit,9e41e3d532ab59e8f282a4a9861da8e047cf9c73,"Update task_runs list via a scheduled task with period 1 min.

Now it is computed (and cached) at the beginning of request_task.
This could possibly lead to variation in the duration of
request_task.

Also: general cleanup of request_task.",,Michel Van den Bergh,2024-06-07 20:54:27,,"server/fishtest/rundb.py,server/fishtest/util.py,server/fishtest/views.py,server/tests/test_api.py",,,,,True
Commit,433e9aef61db2616dd0521a84bca029363b2085b,"Enhancement of validation.

Many data structure in Fishtest contain references to a run
objects. Naively validating such data structures means that we
are also validating the embedded run objects, which is wasteful
as these are already validated elsewhere.

The latest version of vtjson makes it possible to change
subschemas during validation.

In this PR we define the cache_schema as

cache_schema = {
    run_id: {
        ""run"": set_label(runs_schema, ""runs_schema""),
	""is_changed"": bool,
        ""last_sync_time"": ufloat,
        ""last_access_time"": ufloat,
    },
}

and we perform validation via

validate(cache_schema, self.run_cache, name=""run_cache"", subs={""runs_schema"": dict})

Requires upgrade of vtjson.",,Michel Van den Bergh,2024-06-07 12:29:57,,"server/fishtest/rundb.py,server/fishtest/schemas.py",,,,,True
Commit,582d4ef7248b7fd31d011f94c7fe5aae4a402b1f,"Dynamic duplicate workers detection.

This kills the last double loop in request_task().",,Michel Van den Bergh,2024-06-04 07:51:57,,server/fishtest/rundb.py,,,,,True
Commit,a6ca83c67e6022f7eaf09d21bb8092627f7381f8,Disallow changing ip address or username during task execution.,,Michel Van den Bergh,2024-06-05 18:32:52,,"server/fishtest/api.py,server/fishtest/rundb.py,server/tests/test_api.py",,,,,True
Commit,2e82cbaa80623ecca99208d82127358e89ecca50,Dynamic updates of connections (to respect connection limit).,,Michel Van den Bergh,2024-06-03 13:54:41,,"server/fishtest/rundb.py,server/tests/test_api.py,server/tests/test_rundb.py",,,,,True
Commit,fa3c001d56da26a2fc3adfb5be2d17982a3017b5,"Use string keys for the active_run_lock dict.

This eliminates a source of bugs.

Eventually we will make a schema for this data structure.",,Michel Van den Bergh,2024-06-04 07:55:03,,server/fishtest/rundb.py,,,,,True
Commit,23a79772ed8886a99bb352ce9b71ac41cd4fa1ca,"More dynamically updated aggregated data.

We introduce two new aggregated variables: committed_games
and total_games. Both are used in ""request_task"", the former a
being bit more important since it may be computed several times.

Also: some code refactoring. The functions with name
""compute_..."" that compute the various types of aggregated data
are now grouped together in schemas.py.

Also: we have updated the cache_schema as the field
""last_scavenge_time"" is no longer used. We use the cache_schema
to validate the cache during initialization, the idea being that
an unused schema will quickly suffer from bitrot and will hence
also lose its documentation value.",,Michel Van den Bergh,2024-06-03 08:58:09,,"server/fishtest/__init__.py,server/fishtest/rundb.py,server/fishtest/schemas.py",,,,,True
Commit,0e0f1c930d3d28bc2590e1df3d030730c0579b60,"Some fixes in scavenge_dead_tasks

- Remove a race condition

- Do not require a cache entry to be clean before scavenging.

Under heavy load clean cache entries will be a rarity.",,Michel Van den Bergh,2024-06-01 21:11:30,,server/fishtest/rundb.py,,,,,True
Commit,ad5e5d47efb660f8fd18d2f43b02e9cf7669475c,"Split the convoluted ""flush_buffers"" into three scheduled tasks

flush_buffers: syncs oldest cache entry (period: 1s)
clean_cache: evicts old cache entries (period: 60s)
scavenge_dead_tasks: (period: 60s).

This PR should also fix the deadlock #2041.",,Michel Van den Bergh,2024-06-01 08:00:17,,server/fishtest/rundb.py,,,,,True
Commit,d90610c36d1c37325e0721c0cd0604e0f97a979a,"Bug fix for #2030

With the present code a finished run with run[""cores""]>0 will
never be evicted from the cache. This is not a legal
condition but it happened in the past because of race conditions.

This explains why #2030 seemed to create more unvalidated runs.
The illegal runs become more and more likely to be selected for
validation as they are not evicted and eventually dominate the
cache.",,Michel Van den Bergh,2024-06-01 07:05:45,,server/fishtest/rundb.py,,,,,True
Commit,fc6b3061f2b358ed83eca0fa595306d6cfcad7eb,"Only validate unfinished cache runs

Old runs often do not validate due to the existence race
conditions in the past.",,Michel Van den Bergh,2024-06-01 06:12:18,,server/fishtest/rundb.py,,,,,True
Commit,ed39414cb624686e8f674ed6f0d9b9c4f0934d76,"Add run[""finished""]=True to set_inactive_run().

This eliminates a race condition between stop_run() and
request_task().",,Michel Van den Bergh,2024-06-01 05:54:21,,"server/fishtest/api.py,server/fishtest/rundb.py,server/fishtest/views.py",,,,,True
Commit,a217f3f1c4e25c870a7b437633522eda3289b145,"Do not evict a run from the cache which has active tasks.

A dead task (a task which has not been updated for 360s) will only
be scavenged if it belongs to a run in the cache. However clean
runs are evicted from the cache after 300s. So if the run does
not get new tasks, for example because it has low priority, the
dead tasks remain unscavenged until somebody explicitly looks at
the run (this pulls the run back in the cache).

Obviously it is not nice that dead tasks are not scavenged as soon
as possible. Moreover the fact that the behaviour of the server
is affected by executing a GET request is a violation of the HTTP
specs.",,Michel Van den Bergh,2024-05-20 15:59:07,,"server/fishtest/rundb.py,server/fishtest/schemas.py",,,,,True
Commit,4b461feeb705dc48dac5ac41628449f09df38741,"Every three minutes validate a random run from the cache.

The reason for this PR is that before introducing more dynamic
updates we would like to verify that the dynamic updates of
run[""workers""] and run[""cores""] introduced in
https://github.com/official-stockfish/fishtest/pull/2010
are bug free.

In order to facilitate the use of periodic timers in Fishtest
we have introduced a new scheduler in utils.py which may be
interesting in its own right.

Currently the timers defined are the cache flush timer and the
timer introduced in this PR.",,Michel Van den Bergh,2024-05-20 00:32:03,,"server/fishtest/__init__.py,server/fishtest/rundb.py,server/fishtest/schemas.py,server/fishtest/util.py",,,,,True
Commit,9e6310e9b2bacce9c2640e5ebbb2017087729a49,"Warn about too low hash values/tc_ratio

code and idea by @Dubslow, math reviewed by Viz",,Shahin M. Shahin,2024-05-27 21:19:30,,"server/fishtest/helpers.py,server/fishtest/templates/tests_view.mak",,,,,True
Commit,630e5fd19fbc2f932425f8e6a719c4a711c90be4,"Refactor minimum requirement version for compiler and add logic to clang

Same behaviour except that we reject clang in case it is older
than 8.0 (released 2019), 7.0 wasn't able to compile latest master for
me.

Raise worker version to 239 (also server side)",,Disservin,2024-05-29 16:09:00,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,b683e47e59e4f12a51d8284614c49210f4e6c8c0,"Force c>0, c_end>0 in the schema.

Requires upgrade of vtjson.",,Michel Van den Bergh,2024-05-25 19:36:29,,server/fishtest/schemas.py,,,,,True
Commit,0771195b8164b5b82c306314b986c7c1de92d133,"Document the format of the cache in schemas.py.

Requires upgrade of vtjson.",,Michel Van den Bergh,2024-05-28 08:23:36,,"server/fishtest/rundb.py,server/fishtest/schemas.py",,,,,True
Commit,dac696019bc8824670fa2fc35221d64d9a99a6f5,Drop not used imports,,ppigazzini,2024-05-23 16:38:17,,"server/fishtest/rundb.py,server/fishtest/util.py,server/fishtest/views.py",,,,,True
Commit,fe39141f64196acf5a64dd33d9de88590445e07a,"Use ""failed_task"" api to flag a stale active task.

This is the right thing to do in order to have an audit trail for
tasks that have not played all their games.",,Michel Van den Bergh,2024-05-05 13:16:39,,server/fishtest/rundb.py,,,,,True
Commit,5e8653a2fe67a9d86ce49ad71e474594c9ecee71,"Show more info about user and in profile

test_repo added to signup and profile",,peregrineshahin,2024-05-21 04:57:11,,"server/fishtest/templates/signup.mak,server/fishtest/templates/user.mak,server/fishtest/userdb.py,server/fishtest/util.py,server/fishtest/views.py,server/tests/test_api.py,server/tests/test_users.py",,,,,True
Commit,9875a87d79361506856b4a84cb91f329c73f460c,"This adds a 404 page

I personally prefer a wide banner just like GitHub in https://github.com/ghost/dummy ,
but this is good enough to have as a placeholder, feel free to overwrite me with a design.",,Shahin M. Shahin,2024-05-19 21:52:35,,"server/fishtest/templates/notfound.mak,server/fishtest/views.py",,,,,True
Commit,7be6f511998c53ae2eb704c27319b355bdf33120,Enhance ugly design,,Shahin M. Shahin,2024-05-19 17:50:57,,"server/fishtest/templates/user.mak,server/fishtest/util.py,server/fishtest/views.py",,,,,True
Commit,dc8af3e1cb23cd29de1c381cedb63af7846624f4,"Require confirmation before rejecting users

this adds a confirmation dialog with the approver to confirm rejecting a new user since the decision is sensitive.",,Shahin M. Shahin,2024-05-16 15:07:51,,server/fishtest/templates/user.mak,,,,,True
Commit,2695e6d4d7b23757bf338e26b64c5b352aa90be9,"Danger alert for mismatching options

this gives a warning for mismatching options
a patch with hash=512 vs hash=64 has made its place in Stockfish master",,Shahin M. Shahin,2024-05-19 04:24:13,,server/fishtest/templates/tests_view.mak,,,,,True
Commit,6bd86b9cc7afc464b165f41ac382eddc60925bbd,"Give warning for (TP,Prio) exceeds than the normal limits",,Shahin M. Shahin,2024-05-19 05:00:50,,server/fishtest/templates/tests_view.mak,,,,,True
Commit,f45bbd8ab81462ecc0131e55e79f96a3b5cbdd84,Raise worker version to 238 (also server side),,ppigazzini,2024-05-19 16:00:21,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,b81f31a53d0a7749362b2d283046d74a2e1bd70e,"Send heartbeat only when needed

this changes slightly how the heartbeat works:
Instead of sending it every 120s regularly, only send it if the last update to the server is 120s ago.

For example, in a case like this:
```
2024-05-19 11:44:59.219186+00:00 : run: 664937bcb8fa20e74c39f42e task: 126 size: 416 tc: 10+0.1 concurrency: 7 threads: 1 [ sprt : 800000 ]
2024-05-19 11:46:58.900077+00:00 :   1.02 ms (s)   152.93 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:48:55.849837+00:00 :   2.16 ms (s)   144.34 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:48:59.073522+00:00 :   1.55 ms (s)   160.57 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:50:46.055023+00:00 :   2.91 ms (s)   172.30 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:50:59.258581+00:00 :   3.02 ms (s)   149.73 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:52:28.238362+00:00 :   3.37 ms (s)   145.20 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:52:59.421249+00:00 :   1.31 ms (s)   147.74 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:54:23.428656+00:00 :   2.77 ms (s)   155.25 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:54:59.597397+00:00 :   1.61 ms (s)   144.52 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:56:18.618653+00:00 :   3.33 ms (s)   145.78 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:56:59.757185+00:00 :   1.40 ms (s)   143.08 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 11:58:10.802213+00:00 :   1.47 ms (s)   152.79 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 11:58:59.927009+00:00 :   1.24 ms (s)   141.62 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 12:00:01.989951+00:00 :   2.97 ms (s)   144.60 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 12:01:00.095270+00:00 :   1.50 ms (s)   154.71 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 12:01:54.193067+00:00 :   2.85 ms (s)   143.12 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 12:03:00.267084+00:00 :   0.55 ms (s)   151.15 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 12:03:56.383263+00:00 :   2.98 ms (s)   152.39 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 12:05:00.453999+00:00 :   3.06 ms (s)   145.32 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 12:05:48.587522+00:00 :   2.20 ms (s)   142.07 ms (w)  https://tests.stockfishchess.org:443/api/update_task
```
Essentially none of the beats needs to be sent, as the server is getting updates to the task more frequently than once every 2min anyway.

With this patch we have a following api log on a high core worker:
```
2024-05-19 14:19:13.526943+00:00 : run: 664a027fae57c1758ac5b4ee task: 286 size: 486 tc: 60+0.6 concurrency: 25 threads: 1 [ sprt : 800000 ]
2024-05-19 14:21:13.421935+00:00 :   1.54 ms (s)   169.11 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 14:23:13.680019+00:00 :   1.06 ms (s)   136.66 ms (w)  https://tests.stockfishchess.org:443/api/beat
2024-05-19 14:23:44.292362+00:00 :   3.54 ms (s)   170.59 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 14:23:58.479615+00:00 :   3.40 ms (s)   168.31 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 14:24:29.692896+00:00 :   3.09 ms (s)   177.37 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 14:25:12.928290+00:00 :   1.66 ms (s)   187.89 ms (w)  https://tests.stockfishchess.org:443/api/update_task
2024-05-19 14:27:04.244537+00:00 :   2.64 ms (s)   184.87 ms (w)  https://tests.stockfishchess.org:443/api/update_task
```
i.e. as soon as the games start finishing, the heartbeast is no longer sent.

While the beat api is cheap, it is the most frequent api call, so saving a few is a good thing.",,Joost VandeVondele,2024-05-19 13:47:17,,"worker/games.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,a8797326da3161c706fe892b4d1ce25344e2fdca,"Set days_ltc in clear way and rename script

The new name reflects that we are purging the ""pgns"" collection.
The scheduled task must be updated with the new name.",,ppigazzini,2024-05-19 12:03:58,,server/utils/purge_pgns.py,,,,,True
Commit,62486e40e95ad3e392170d04a9bea4c5f99c8a6d,Send an info message to worker if server too busy.,,Michel Van den Bergh,2024-05-18 11:56:13,,server/fishtest/rundb.py,,,,,True
Commit,df646b215538f83a90248669a834230e8bd57ed4,Do not assign a task for a finished run.,,Michel Van den Bergh,2024-05-18 16:35:37,,server/fishtest/rundb.py,,,,,True
Commit,a51582a974c960ceef2695da345d07c461aa2b33,"Use active_run_lock(run) to protect updates of aggregated data.

We changed the active_run_locks to be reentrant.",,Michel Van den Bergh,2024-05-18 14:26:49,,server/fishtest/rundb.py,,,,,True
Commit,c14a094aa3fc6768975db18757bdead6a8d9dfa0,"Fully dynamic updates of run[""cores""] and run[""workers""].

We have everywhere replaced

task[""active""] = False

by

set_inactive(task_id, run)

which does the required bookkeeping under the task_lock.

The intention is that the task_lock will only be held for a very
short time. So in request_task we only grab it at the moment
when we actually add a task to the run (currently it is held
during the whole invocation of request_task).

If it works then this PR can serve as a model for other types of
bookkeeping like the number of committed games.

Other change:

We start the cache timer in __init__.py at application start up
instead of during the first invocation of buffer().",,Michel Van den Bergh,2024-05-14 16:47:39,,"server/fishtest/__init__.py,server/fishtest/rundb.py,server/fishtest/views.py",,,,,True
Commit,35cc71d897f232df6dbc07fdd3d1e31704f952f8,"Make buffer() a noop on a non-primary instance.

So a non-primary instance will never accidentally write to the
rundb.",,Michel Van den Bergh,2024-05-15 14:29:22,,server/fishtest/rundb.py,,,,,True
Commit,8a2a93ca21c363e24b989774e5059e979a7cc8c4,Fix missing run_id variable,,ppigazzini,2024-05-16 12:05:57,,server/fishtest/api.py,,,,,True
Commit,f642ea471f6e0c8b28a88f63ebdb3cadf6e85993,"Introduce a signal handler for printing thread stack traces

as a debugging aid, introduce a signal handler for printing stack traces

kill -USR1 <pid>

will result in a stack dump",,Joost VandeVondele,2023-05-03 17:44:34,,server/fishtest/__init__.py,,,,,True
Commit,df34bdc6dc5099f5bf76acdef5a0baec93cc844e,"Set semaphore to 2 for ""request_task"" API

Tested working fine with a fleet of 75k cores 10k machines,
Waitress configured with threads=4 and connection_limit=100
HW usage: RAM 72%, primary Waitress instance CPU 85-95%

This is a good compromise for threads ""privileged"" for ""request_task"" API,
and threads free for any other APIs, while keeping Waitress threads=4.

Raising the number of Waitress threads uses more RAM and can
requires lowering the MongoDB cache size to avoid the OOM killer.

see #2003

Drop old mongodb requirement.",,ppigazzini,2024-05-16 10:41:28,,"server/fishtest/rundb.py,server/production.ini,server/setup.py",,,,,True
Commit,01d6dbccd4ae9a1719bcd8b07c23be1d72c5286a,Refactoring: handle all errors in api.py using handle_error.,,Michel Van den Bergh,2024-05-12 22:16:52,,server/fishtest/api.py,,,,,True
Commit,d13bc65443df3755c6d764ce7f5c8f4866de884b,Store STC runs only for 1day,,Joost VandeVondele,2024-05-14 11:00:36,,server/utils/purge_pgn.py,,,,,True
Commit,1a3928fde2ddbf790a5d313b15fe64a3eb3ea743,"Fix some capitalization

It looked weird not capitalizing the first word of a sentence.",,Gabe,2024-05-14 02:22:55,,README.md,,,,,True
Commit,5eadbf680fcf44959c1940aa3684ffe4a1d82274,Remove outdated eval-guide,,peregrineshahin,2024-05-14 09:42:40,,"server/fishtest/static/css/application.css,server/fishtest/templates/base.mak",,,,,True
Commit,8c7c7feda72f9b7aa469e5833471bd7642804e14,"Remove fishcooking posting

unmaintained/unmoderated for years now, and google identified it as a place for spamming eventually.

https://groups.google.com/g/fishcooking
```
Banned content warning
FishCooking has been identified as containing spam, malware, or other malicious content.
```",,peregrineshahin,2024-05-14 08:59:33,,"server/fishtest/rundb.py,server/fishtest/util.py",,,,,True
Commit,b204b37ec99e049481a1f3e955aaff23364c1775,"log rejecting users

prints some information in the server log since we don't record such events publicly.
this also helps in case of a rejection by mistake, since we can contact the rejected user via email from the log.",,peregrineshahin,2024-05-07 13:56:45,,"server/fishtest/templates/user.mak,server/fishtest/userdb.py,server/fishtest/views.py",,,,,True
Commit,8c7ec8133f70518c34c42d1b13ed71cce5394115,"Clean refactoring of api.py.

The structure is now as follows

class GenericApi:
-- contains handle_error, add_time

class WorkerApi(GenericApi):
-- contains the apis used by the worker

class UserApi(GenericApi):
-- Apis useful for application developers

class InternalApi(GenericApi):
-- Apis (possibly exposing sensitive data) that should only be
   used by Fishtest itself (possibly access controlled).",,Michel Van den Bergh,2024-05-11 13:18:08,,"server/fishtest/api.py,server/fishtest/util.py,server/tests/test_api.py",,,,,True
Commit,291c6165110b9a2f963c080749e172b2670d69a6,"Put port number and primary port number in config file.

Get rid of the corresponding ugly code in rundb.py.",,Michel Van den Bergh,2024-05-11 16:16:57,,"server/development.ini,server/fishtest/__init__.py,server/fishtest/rundb.py,server/production.ini",,,,,True
Commit,ee4cde1e36768ad573b1ea11b3e76c0376b0e2f6,"Validate run_id with ObjectId.is_valid in api_schema.

This seems to be equivalent to the regex in master but in
principle it does not have to be.",,Michel Van den Bergh,2024-05-10 14:08:45,,server/fishtest/schemas.py,,,,,True
Commit,7d72fde07516cebedc102a741cf9404a80eb0aef,"open some links in a new tab

This prevents the user from leaving Fishtest on accident.",,Gabe,2024-05-08 19:24:35,,server/fishtest/templates/user.mak,,,,,True
Commit,ef7860bae405fdbe7ae32a7c0e9a24e9dad7a5f2,"Verify that `run_id` is a compatible `ObjectdID`

closes #1996",,ppigazzini,2024-05-10 09:34:48,,server/fishtest/rundb.py,,,,,True
Commit,7209a4c940769023090f9b1c285397be73fd983f,Raise worker version to 237 (also server side),,ppigazzini,2024-05-07 20:24:11,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,fa389666591ca592ea32275d6a5061a9cf57f48f,"When running the same binary verify signature once

SPSA tunes and same commit vs same commit runs the same binary so verify once",,Shahin M. Shahin,2024-04-13 13:19:45,,worker/games.py,,,,,True
Commit,d28ec43474025ade9f7ba86385474a844bb8000d,"Extend `get_run()` to support secondary instances

Simplify the coding of the APIs moving the logic of primary/secondary
instance in the RunDB class.
Drop old debug code.",,ppigazzini,2024-05-07 12:35:22,,"server/fishtest/api.py,server/fishtest/rundb.py,server/fishtest/templates/tests_run.mak",,,,,True
Commit,791886a0be35dfa1f15f8183a947ea7f1ebd680b,"Make validate_request work on non-primary instances.

This should make it possible to serve /api/upload_pgn from a
non-primary instance.",,Michel Van den Bergh,2024-05-05 22:09:42,,"server/fishtest/api.py,server/fishtest/rundb.py",,,,,True
Commit,2ab3b99361832a9989b1ae9eba4ba31ab70740be,"Enhance UX for creating tests.

This is a suggestion by @Vizvezdenec .. sometimes the user forgets that they need to pick the right TC before editing base branch and base signature, which if they did and then pick the wanted TC then the values they wrote/copied from another place will be overwritten, this solves this by marking `LTC, STC SMP, LTC SMP, VLTC, VLTC SMP` as `don't care`.",,Shahin M. Shahin,2024-05-04 08:27:48,,server/fishtest/templates/tests_run.mak,,,,,True
Commit,62c2045aa5c089014b8e647c34649576fc815bee,"fall back to the three dot in case of PTs

since official commits are always rebased",,peregrineshahin,2024-05-06 14:00:57,,"server/fishtest/templates/tests_view.mak,server/fishtest/views.py",,,,,True
Commit,7bebb8dba7bbfa7b7c9b059a3b074bf149caf0d5,Show up-to-date result when opening the live elo tab after delay.,,Michel Van den Bergh,2024-05-07 03:21:23,,server/fishtest/static/js/live_elo.js,,,,,True
Commit,46aef4c76640cadebe7de365d2e17e1fc930240f,"Smarten Live Elo

This avoids fetching each 20s tabs that are not focused/visible by the user, by making one tab update at a time for multiple Live Elo tabs.
on the other hand updates immediately the new tab if it becomes the one in focus.
Allowing for less load from the API with a lazy load approach.",,Shahin M. Shahin,2024-05-06 19:01:17,,server/fishtest/static/js/live_elo.js,,,,,True
Commit,db49042bf26c981d07549bfdb80e8fe4cdd4f84d,Drop hardcoded routes in APIs,,ppigazzini,2024-05-05 10:10:21,,"server/fishtest/api.py,server/tests/test_api.py",,,,,True
Commit,c3d0478562f5ccdd475c26519eb41980b42b8e0b,Use conventional cls for @classmethod,,ppigazzini,2024-05-05 13:11:48,,server/tests/test_api.py,,,,,True
Commit,b8469b3b5f5cb6951264111003b5efa121a113d2,"Do not flag a worker as a duplicate of itself.

It may happen that a worker fails to update a task because
of server issues. It will retry 5 times and then ask for a new
task. But the server will not have marked the original task
as inactive. So before this PR the worker will be flagged as
a duplicate of itself and will be denied a new task
for some time.

In this PR we simply mark the original task as inactive
and continue.",,Michel Van den Bergh,2024-05-03 14:48:23,,"server/fishtest/rundb.py,server/tests/test_api.py",,,,,True
Commit,2737c82d3a95779fe832f84169e61860c92a90af,"Log long worker names when rejecting a duplicate worker name.

This is to debug sequences of rejections such as this one

Apr 24 22:26:50 tests.stockfishchess.org pserve[24847]: Request_task: There is already a worker running with name ""ChessDBCN-11cores-ccd4f156"" which sent an update 70 seconds ago
Apr 24 22:28:46 tests.stockfishchess.org pserve[24847]: Request_task: There is already a worker running with name ""ChessDBCN-11cores-ccd4f156"" which sent an update 50 seconds ago
Apr 24 22:29:42 tests.stockfishchess.org pserve[24847]: Request_task: There is already a worker running with name ""ChessDBCN-11cores-ccd4f156"" which sent an update 106 seconds ago
Apr 24 22:32:21 tests.stockfishchess.org pserve[24847]: Request_task: There is already a worker running with name ""ChessDBCN-11cores-ccd4f156"" which sent an update 70 seconds ago

I conjecture that this is a sequence of events where a worker connects,
becomes incommunicado, and then blocks new connections for a while,
until the cycle repeats. But we'll see.

The new message format is

Request_task: There is already a worker running with name ""user00-4cores-dezuivel-86d6"" which sent an update 64 seconds ago (my name is ""user00-4cores-dezuivel-7d7c"").",,Michel Van den Bergh,2024-05-03 01:08:25,,server/fishtest/rundb.py,,,,,True
Commit,9b6b0784e181fbccbc8e8cb86bcbae02b157d507,"Do not touch task[""last_updated""] in tests_view.

I think that this line is actually a noop since it is only invoked
if the last_updated field is not present, which cannot happen.",,Michel Van den Bergh,2024-05-02 21:46:17,,server/fishtest/views.py,,,,,True
Commit,75a5dc62a00ce61bd44603f330edbc516175d35f,Fix GitHub tokens instructions,,peregrineshahin,2024-05-02 12:04:51,,server/fishtest/templates/user.mak,,,,,True
Commit,ff45da1c7fc354e258b0daba5491fb325072227f,"Avoid timeouts for GitHub diffs

This allows for users to use their own limited GitHub tokens to avoid exceeding the GitHub rate limit when viewing github diffs (mainly useful to approvers), which is set at 60 requests per hour for unauthenticated users. By using this token, you can surpass the standard rate limit, extending it beyond the 5000 requests per hour limit. You can find more information about GitHub's rate limits here.

It's important to note that this token will not be stored in a database but rather in your local storage. This ensures security and reduces the risk of unauthorized access.

The token should only be granted read-only permissions and limited access. This ensures that it can only be used for viewing content and not for making any modifications or accessing sensitive information.

Instructions:
1- Access the link here.
2- Generate a new token.
3- Set the Repository access to ""All Repositories"".
4- In the Permissions section, grant only the ""Read"" permission for contents, leaving all other permissions as ""No Access"".
5- Once generated, copy the token.
6- Save the token into the input field

the link to add/change the token https://tests.stockfishchess.org/user

Also this has many optimizations and bug fixes.",,Shahin M. Shahin,2024-04-12 13:52:34,,"server/fishtest/templates/tests_view.mak,server/fishtest/templates/user.mak",,,,,True
Commit,299bd4b58b88909fa31b7561de8df81e8173c149,Raise worker version to 236 (also server side),,ppigazzini,2024-05-01 17:30:28,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,86f38ab202932b298976c9b0392c9e29e29469e2,Simplify exceptions,,ppigazzini,2024-05-01 18:32:36,,"worker/games.py,worker/worker.py",,,,,True
Commit,1cbbc3df84176ee87ed5dd5dc51e8b41e5eb99d1,More generic detection of toolchain issues.,,Michel Van den Bergh,2024-04-23 03:30:03,,"worker/tests/test_worker.py,worker/worker.py",,,,,True
Commit,55730dc05f28011cffae42f94ea669139083bb62,Raise worker version to 235 (also server side),,ppigazzini,2024-05-01 16:40:31,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
Commit,316715e6af9d5467565259bc85e8b0b356127224,"Handle failing make strip gracefully.

See https://tests.stockfishchess.org/actions?max_actions=1&action=&user=&text=&before=1713835269.617467&run_id=",,Michel Van den Bergh,2024-04-23 01:49:54,,worker/games.py,,,,,True
Commit,79229149194dd9f20e828024b76bfdf39faba10a,Show download progress,,peregrineshahin,2024-04-30 10:55:08,,"server/fishtest/static/js/application.js,server/fishtest/templates/tests_view.mak",,,,,True
Commit,027a5b6590125a12278f4c1a316ac16a43bedc80,use the custom `alertError` for errors we want to show to the user,,peregrineshahin,2024-04-29 08:14:37,,"server/fishtest/static/js/calc.js,server/fishtest/templates/tests_run.mak,server/fishtest/templates/tests_view.mak",,,,,True
Commit,0893ce71a4999953d1976fedae1aaaf0a39ee3b7,"Use JavaScript to download the run PGNs

Deal in proper way when the run has not PGNs (yet or anymore)",,ppigazzini,2024-04-28 20:27:00,,server/fishtest/templates/tests_view.mak,,,,,True
Commit,3702ef2cbf1c5c46099d14b277c128172434ba60,Raise worker version to 234 (also server side),,ppigazzini,2024-04-28 19:10:13,,"server/fishtest/api.py,worker/sri.txt,worker/worker.py",,,,,True
